2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1.1607491555332824e-18,0.0,0.0,0.0,0.0,3.633463141763826e-19,2.729396196674768e-18,0.0,0.0,0.0,4.83913458792574e-18,0.0,0.0,6.843705028921338e-18,0.0
7.062656562453817e-19,0.0,1.321483043414906e-18,0.0,0.0,0.0,0.0,1.7095425107683619e-18,3.18418863367388e-18,0.0,0.0,9.05603840794597e-19,0.0,2.504590418328821e-18,0.0
0.0,0.0,2.6967954345463672e-18,4.724687762044238e-19,0.0,3.2977191796432978e-18,2.6440830097451565e-18,4.9147998891335325e-19,9.289007628731274e-19,7.127664081658284e-19,0.0,0.0,0.0,0.0,3.27473865149439e-19
4.927236741135941e-18,0.0,0.0,7.151456749456254e-20,0.0,0.0,0.0,0.0,0.0,0.0,3.3014585425199825e-18,3.9383612121949433e-19,4.332263213465902e-18,4.798694169412012e-18,7.721798253807423e-20
0.0,0.0,1.0944512935030028e-18,1.754508702958108e-18,0.0,3.4931935723998975e-18,1.0630894188198928e-18,3.20514712765207e-18,4.548936043201356e-18,2.1112319281319103e-19,0.0,1.6834731850108945e-18,0.0,0.0,5.797024184524157e-19
0.0003208031762464461,0.0003211226807786626,0.000320422578333175,0.0003209878306929157,0.00032025567783195905,0.0003186932881540139,0.0003193758577494127,0.0003198863774837429,0.0003207616153073837,0.0003202138180606859,0.00031919521060034715,0.0003193745984466825,0.0003190100758082359,0.00031955549560318264,0.00031966203922065533
0.0,4.098032779283237e-18,0.0,1.1416366247371847e-18,0.0,2.6902841676774132e-18,0.0,1.8929160261768316e-18,2.48320109336634e-18,0.0,1.3383379901655407e-18,1.572873999096816e-18,2.0333431270798754e-18,8.375288754778124e-19,0.0
0.0,3.5195988527437514e-18,1.7836053099401388e-19,0.0,0.0,0.0,1.3179500394401883e-18,4.307790098354711e-18,9.898062571692276e-19,0.0,1.3961170647820416e-18,2.390503634641612e-18,1.686739440983828e-18,0.0,0.0
0.00161942770843265,0.0016194328776807658,0.0016194224313621488,0.0016194309032686502,0.0016194203662799303,0.0016193987151208293,0.0016194078489711978,0.0016194148486230282,0.0016194274101513928,0.001619419493581622,0.0016194052391702797,0.001619407810904671,0.001619402930740462,0.001619410238361248,0.0016194119892395035
2.0635068420802895e-19,0.0,0.0,0.0,7.621660769133745e-19,6.045077546755507e-19,1.8219988806550206e-18,0.0,1.0067198858746305e-18,2.7624737435674805e-18,3.733754135233761e-18,0.0,0.0,1.4276496263091217e-18,0.0
0.0,1.1290423532786825e-18,3.5320678293401984e-18,0.0,0.0,1.4648096220569605e-18,3.781352311489547e-18,0.0,1.2018789567788194e-19,0.0,0.0,2.05795314643333e-18,0.0,4.479477847257883e-19,3.874089122358416e-19
0.07347676281701214,0.07347697646145965,0.07347650888641939,0.07347688659617627,0.07347639763938878,0.07347535848994628,0.07347581126118734,0.0734761517415907,0.07347673512387508,0.07347636935154253,0.07347569207835905,0.07347581122380069,0.07347556846176385,0.0734759310998877,0.07347600178578212
0.0,1.9543719811570535e-18,0.0,0.0,0.0,0.0,0.0,9.268650601930016e-19,0.0,0.0,0.0,1.5108758983331376e-18,4.2135131986571976e-19,1.2751043137113404e-20,0.0
0.0,0.0,0.0,3.8617062963631046e-18,0.0,3.1184629361802764e-18,0.0,8.703185305932326e-18,0.0,1.3523402502402537e-18,3.528932782595218e-18,2.574342303010534e-18,5.100212438491185e-18,2.0562023198862545e-18,3.072016875065467e-18
0.0,1.9521610947185382e-18,0.0,2.426435658599124e-18,2.600496758829452e-18,0.0,1.0462041063104757e-19,0.0,3.964343051895642e-18,2.4599529882396927e-18,2.81089724689349e-18,1.1256007117214931e-18,0.0,0.0,1.9659408300046007e-18
0.0,1.0996938097315437e-18,2.5628077785057296e-19,0.0,0.0,5.362908602838857e-20,7.505689019478417e-19,3.975033350837085e-18,0.0,2.0612294126607683e-19,0.0,2.722704964392133e-18,1.7403054229736524e-18,0.0,0.0
2.0091951918202645e-18,0.0,1.5766744320689869e-18,2.7253687579796855e-18,1.5634719912370642e-19,2.374806033928172e-18,0.0,1.0966171903783216e-18,1.5666268672732854e-18,1.5597159804214528e-18,8.626047815418787e-19,0.0,2.4293797485237722e-18,2.1699440911591496e-18,0.0
0.0,0.0,0.0,1.7225971188792699e-18,2.767259573726018e-18,0.0,0.0,0.0,0.0,0.0,0.0,1.4340637820774372e-18,0.0,1.4546788970961513e-18,4.231955527218448e-18
6.474907093463076e-20,0.0,4.4551254473027e-18,3.5534729092706495e-18,0.0,1.3125077069630853e-18,3.755973290781592e-18,8.838160689895232e-19,5.3574933434809155e-18,3.142944956936953e-18,0.0,3.57032791492656e-19,0.0,2.6623145231324446e-19,0.0
0.0,4.603261151932154e-18,1.1064664158797608e-18,5.885123929548409e-18,1.6819731154938904e-18,4.354645303164169e-18,3.553988715702399e-18,0.0,1.6910553784450844e-18,6.015417107888312e-18,0.0,4.113834520220176e-18,0.0,1.0518352838390877e-17,0.0
0.0,1.6627748825402629e-18,5.293554996689553e-18,0.0,0.0,1.7527835734777464e-18,0.0,0.0,2.6291234837947858e-18,0.0,5.1107749100528875e-18,0.0,7.222605374998756e-20,0.0,1.4774984769457423e-18
0.05223116012415907,0.05223147522010708,0.05223078526947952,0.05223134213766223,0.0522306202839307,0.05222908692011435,0.05222975606235178,0.052230257761141395,0.05223111919006558,0.052230579753303814,0.052229578659231723,0.05222975493554961,0.052229396988423334,0.05222993253130147,0.05223003656572448
0.0,3.61324162409194e-18,2.3599750415949088e-18,3.1603740600153302e-18,1.1384865092823805e-18,9.446957837370535e-19,0.0,1.1425765683375691e-18,0.0,2.9911475408694904e-19,4.812739656084466e-18,0.0,1.6917575685662224e-18,0.0,2.0666545824039605e-19
0.0,1.144800208591573e-19,5.458192956545444e-18,0.0,0.0,3.62434490286747e-19,6.962906192323777e-19,3.140706852923475e-18,1.30169372865725e-18,0.0,0.0,0.0,0.0,3.742377773929484e-18,0.0
0.032141783948986036,0.032141918020170634,0.03214162473286689,0.03214186123247666,0.03214155491524419,0.03214090499504627,0.032141188599027905,0.032141400648939666,0.03214176663420879,0.03214153753634018,0.032141113531946514,0.03214118829007337,0.03214103638979699,0.032141263438033356,0.03214130784477865
0.0,0.0,0.0,0.0,0.0,4.56259505189908e-19,1.1272737836059596e-18,0.0,0.0,4.09602750650084e-18,1.2292054297791143e-18,3.793265759708411e-18,5.118174633362681e-18,1.1890907568402268e-18,0.0
0.0,1.1413517930405692e-19,1.9698802292200716e-18,8.302719508384834e-20,0.0,2.5240157979554994e-18,5.958397728943059e-18,0.0,0.0,2.2160608308847235e-18,0.0,1.402053978395883e-19,0.0,9.962241011603295e-19,3.52507717022244e-18
0.0,3.483101200266945e-18,1.5415404435812128e-18,0.0,0.0,4.607798613478382e-18,1.4039961329049981e-18,0.0,7.605297995432193e-19,0.0,0.0,5.494848823715318e-19,3.797658863222468e-18,7.5265365304012555e-19,0.0
8.01684343160833e-21,2.0176846437138765e-18,2.753300427494923e-18,2.6985897982507628e-18,7.353006747359318e-19,3.1179469114652496e-18,0.0,5.932310105222993e-19,0.0,0.0,2.0941813296773738e-18,3.2709945823912712e-18,2.7185094254116697e-18,2.969553387393962e-18,8.65306867408909e-19
0.0,2.6175565108417017e-18,1.8865181605431794e-18,1.9157360964856223e-18,1.0409894742940312e-18,0.0,1.8560217634720423e-18,0.0,0.0,2.4358113047127285e-18,2.0531802665355507e-19,2.4346081684679586e-18,0.0,1.1468103748303226e-18,1.2232624801030884e-18
0.0,5.5938510721865776e-18,0.0,3.894216277295586e-18,0.0,0.0,0.0,8.382114941389847e-18,9.236525054300817e-19,0.0,0.0,7.832022149277824e-18,0.0,0.0,0.0
5.772289233500372e-19,1.034636498701346e-18,0.0,1.4337623734482795e-18,0.0,1.0617196310899393e-18,1.5385354135052015e-18,0.0,0.0,7.368309016256708e-19,0.0,0.0,7.763301130041321e-19,7.19659626681539e-19,0.0
1.4314104173654736e-18,0.0,0.0,7.310659429172595e-19,1.250288949927267e-18,7.38962953709978e-19,0.0,0.0,0.0,0.0,0.0,0.0,4.939291047430798e-19,0.0,6.909113196734724e-19
0.0,1.071422456208457e-19,3.146999052695441e-18,4.8238874167079135e-18,2.5727788501625742e-18,3.1869648660928445e-18,0.0,3.8847895900212236e-20,1.2129866928146621e-18,2.315177602695573e-18,0.0,0.0,8.330536321881471e-19,0.0,1.7238860578875389e-18
0.0,6.899549334304027e-19,0.0,2.3910694155220626e-18,1.1984758473918661e-18,0.0,0.0,1.3902598152157953e-18,1.6119859128305365e-18,0.0,1.9749469035347793e-18,0.0,0.0,0.0,0.0
2.0837558324841614e-18,5.453792625885659e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8172365136586272e-18,5.4353955039163e-19,5.06396886672548e-19,0.0,0.0,1.5941775154384202e-18
0.1425124768971185,0.14251280254338053,0.14251209095652762,0.1425126653817032,0.14251192067745475,0.14251034057149894,0.14251102878525357,0.1425115467469737,0.14251243519302678,0.14251187879501412,0.14251084725611965,0.14251102865938137,0.14251065951523365,0.142511211391561,0.14251131896920974
5.816402658936316e-18,0.0,3.494466824200696e-18,0.0,1.6897858192268779e-18,4.1968627891437023e-19,0.0,3.534819872772601e-18,2.5490357992277134e-18,3.327505739505289e-18,0.0,0.0,4.398575695680163e-18,0.0,5.858978674575219e-18
0.0,0.0,0.0,7.335759754905102e-19,0.0,0.0,0.0,3.1169222667234886e-18,1.6433877615011424e-18,0.0,5.770770239809373e-19,1.9212382962671917e-18,0.0,3.865320749022697e-18,0.0
0.0,2.7701364917297543e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2610111041075743e-18,0.0,2.3673518218436907e-18,0.0,0.0,0.0
0.0,0.0,3.379157806264518e-18,0.0,0.0,0.0,1.3351720478891704e-18,4.587126157378192e-18,5.734450638784339e-19,0.0,0.0,0.0,3.1792512760624767e-18,0.0,0.0
1.7438321681248138e-18,1.3651068839742015e-18,2.2911143473310964e-18,0.0,0.0,0.0,8.844580394108107e-21,7.532973635008239e-19,1.889483145524412e-18,4.560540016957132e-19,1.2953796405674884e-18,0.0,2.671647435630884e-18,1.3730377586502034e-18,7.467300602422659e-20
0.0,7.394814658049404e-18,6.304660292124478e-18,0.0,7.466444320660744e-18,3.3281160138275884e-18,4.547771691189313e-18,2.695041680743674e-18,0.0,5.122083247305629e-18,0.0,1.6246239557461522e-18,2.031200288858161e-18,3.756383160272138e-18,6.099265424342913e-20
0.05510904605962665,0.05510917483272341,0.05510889395083214,0.055109120508829545,0.05510882655894414,0.05510820259635343,0.05510847482935195,0.05510867866187972,0.05510902950530569,0.05510880954596263,0.05510840262165391,0.05510847425038927,0.05510832838104695,0.05510854620294458,0.055108588905579896
0.00011102260878977689,0.00011102683653058447,0.00011101774069804062,0.00011102515145999105,0.00011101561134430895,0.00011099599668445178,0.00011100433687835775,0.00011101079120859064,0.00011102205887660961,0.00011101495634464973,0.00011100217683429385,0.00011100439474848245,0.0001109997488647054,0.00011100678145526062,0.0001110080366386249
0.0,1.3797114813445076e-19,2.4542186977865047e-18,0.0,0.0,2.244215486461463e-18,0.0,1.9191258357386003e-19,4.450069620633285e-18,2.6168835455561217e-18,0.0,0.0,0.0,2.4536329739388694e-18,2.5769426895065725e-18
0.0,3.22893570306253e-18,5.045210252684058e-19,0.0,1.278022840940908e-18,0.0,0.0,4.560468876158695e-18,0.0,0.0,0.0,1.99757417393612e-18,1.222227002911683e-18,0.0,0.0
0.0,1.6148358104347163e-19,0.0,8.248194760328919e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0745750474462858e-18,0.0,3.3530864227969245e-18
0.0,0.0,2.0613713119438106e-18,1.1907597712825513e-18,0.0,0.0,2.1977329718860296e-18,1.3367394378425635e-18,8.72119569199533e-19,1.6361793993185256e-18,0.0,5.526899104145486e-19,0.0,1.2023054449365214e-18,0.0
0.0,4.448844161608381e-18,3.786200309734711e-18,0.0,1.0909227858587889e-18,0.0,0.0,1.8691888083841423e-18,0.0,4.903517365625636e-18,0.0,0.0,2.5959191547789725e-18,0.0,3.98789797218108e-18
0.0,0.0,4.182979291163157e-18,6.984783757120203e-19,4.479188566700856e-18,1.678984511060963e-18,3.768382679444164e-18,2.257632629581118e-19,0.0,0.0,0.0,1.193863875982343e-18,0.0,0.0,1.4977780539813313e-18
0.0,0.0,3.911293695758406e-18,0.0,2.7427419061726905e-18,0.0,4.623443882572339e-18,0.0,0.0,9.72699693756925e-19,7.990122808720769e-19,2.5973438883505244e-18,1.841721372623734e-18,1.7955267579762094e-18,0.0
0.0,0.0,0.0,5.156959168532212e-19,9.44414075846605e-19,0.0,0.0,1.4633150876213362e-19,0.0,7.6160137920147e-19,2.457407355378883e-18,0.0,0.0,0.0,0.0
0.012995492338711409,0.012995667855428853,0.01299528372072186,0.012995593937083235,0.012995192021361374,0.012994337703170737,0.01299471039594269,0.012994989931701159,0.012995469734618039,0.012995169157791382,0.012994611821061009,0.012994709944071474,0.012994510552875812,0.012994808838550857,0.012994867096946689
0.0,0.0,1.8446665405917416e-18,0.0,9.560388598936274e-19,3.906871646395586e-18,0.0,1.9897387803017377e-18,8.72856308082983e-19,4.052547297468222e-18,5.778447343062213e-18,0.0,1.5164916174107153e-18,0.0,0.0
0.0,8.443773321285968e-19,0.0,0.0,2.5812545645497594e-19,1.6647785974730242e-19,4.948188568620718e-19,6.8916926661940045e-19,2.3008554511691086e-18,5.235454336057489e-19,0.0,4.036406518338811e-19,9.297658664073965e-19,0.0,0.0
0.0,6.566408796660973e-19,1.1250845774168322e-18,2.7409873574258944e-19,3.886126331350258e-18,3.623066987282622e-19,0.0,1.3345197600389292e-18,1.3041898700140698e-19,6.669556934159632e-19,3.4262965781240657e-18,0.0,7.308436166616111e-18,7.620024789485679e-19,1.92004656157186e-18
5.597270990825071e-19,0.0,0.0,1.016040504085622e-18,0.0,0.0,0.0,1.5125503561826706e-18,2.691437286519026e-19,0.0,4.057609044103669e-18,1.0276186091560958e-18,8.95257190714959e-19,1.8150043454602937e-18,0.0
1.5910575201502565e-18,4.129810544271422e-18,3.1427895444911423e-19,2.6367079349004397e-18,3.158386224992719e-18,1.7972540878806315e-19,2.6748558192779303e-19,0.0,0.0,0.0,0.0,1.6773874363112339e-18,2.543893772077466e-18,7.686190929254079e-19,0.0
1.0005967005260968e-18,0.0,0.0,1.6358296020306825e-18,0.0,0.0,2.6063621013007865e-18,3.702217175446755e-19,1.5813464902244806e-18,7.709146361306503e-19,2.4164536022991523e-18,0.0,2.276819212705041e-18,4.1023103720454334e-18,0.0
3.396987915330196e-19,1.170846881224621e-18,0.0,2.9096250858563207e-18,0.0,2.1531910066118153e-18,6.831516269455178e-19,1.804113393230305e-18,1.029355816345726e-18,0.0,0.0,1.042337842234448e-18,2.3171813233908117e-18,1.7061689247651953e-18,0.0
0.0,0.0,4.3166550294550315e-18,0.0,3.014217808863257e-18,0.0,0.0,1.8185576319405413e-18,0.0,2.258939494731867e-18,0.0,0.0,3.970438561635016e-18,1.8033367931849558e-18,0.0
0.0,1.2014262633010734e-19,0.0,0.0,2.320072111741058e-19,5.354717027544073e-19,0.0,1.0618058574684346e-18,9.034361354169418e-19,2.965930730836423e-19,0.0,3.742288419711832e-19,7.17925975704746e-19,1.557033887255973e-19,0.0
0.0,3.1267428515557636e-18,1.900833444573785e-20,0.0,2.598558891384461e-19,2.1866251655847703e-19,1.667897267124145e-18,2.6309101406548193e-19,1.1844394701058437e-18,0.0,0.0,0.0,0.0,0.0,1.1392888452560967e-18
8.026437003353045e-19,0.0,0.0,1.353200587794975e-18,5.68614016645869e-19,2.433952665942725e-18,1.0818925154500059e-18,0.0,0.0,1.6327894294755177e-18,0.0,0.0,1.9526913358629386e-18,0.0,0.0
0.0,8.263786691476109e-19,0.0,1.586269023921358e-18,5.071823334853675e-19,2.3113650048014293e-18,0.0,1.784592903967946e-18,2.2964294549157316e-20,0.0,0.0,5.641908089663247e-19,4.2176103230783835e-20,1.5400826709143993e-18,9.927437719901895e-19
7.013550772751503e-19,8.12114967271356e-18,0.0,0.0,0.0,0.0,0.0,7.503368115835422e-18,2.112614710135428e-18,0.0,0.0,7.03394741357283e-19,0.0,0.0,1.768989573737658e-18
0.0,0.0,0.0,2.305631888999352e-18,3.7341843452780093e-19,0.0,0.0,0.0,4.272814169250677e-18,2.4870806683959368e-18,1.7399629860199345e-18,4.0869477044912206e-19,6.732119576592661e-19,0.0,0.0
0.0,6.7491115462826746e-18,0.0,0.0,0.0,6.397360099440833e-18,0.0,1.4443832508533525e-18,0.0,2.0342143187930554e-18,0.0,0.0,3.438526162718205e-18,1.3908459626180409e-18,2.810789029255732e-18
0.0,3.4679983768044613e-18,2.7863365431883776e-18,2.9451654283180806e-19,3.535475698254742e-18,0.0,0.0,3.2218751165347866e-18,0.0,0.0,1.4517454258697284e-18,5.161077928184422e-19,2.6902181419096213e-18,0.0,0.0
0.0,3.0590249800687973e-19,1.2257955666999937e-18,0.0,0.0,0.0,1.7918985772862506e-18,1.063510116558661e-18,3.677599938353891e-18,0.0,0.0,1.5182380113330033e-18,5.6785331031788155e-19,0.0,0.0
3.46648786749382e-18,6.000505812819773e-19,0.0,0.0,0.0,1.1466481457833821e-18,0.0,0.0,6.618381383796856e-19,0.0,0.0,0.0,2.8863712632206694e-18,4.1654175359172385e-19,5.189033524672913e-19
1.6200561694330554e-19,0.0,3.000616757463461e-19,0.0,3.8022147396138094e-19,2.4254860894442147e-19,6.946647113155517e-19,0.0,0.0,1.2502045519634498e-18,1.9038698867713033e-18,0.0,0.0,1.1406684008004319e-18,7.884952916113221e-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.36461771033719e-19,0.0,5.542200712280284e-19,5.9564000312197e-19,0.0,8.610606087428449e-20,0.0,3.636787851567593e-18
0.0,0.0,8.06381123501732e-19,0.0,3.6589409826241104e-18,8.024976479566581e-18,0.0,0.0,0.0,0.0,0.0,3.4358265376919913e-19,3.697777947199362e-19,0.0,0.0
1.6315093540262712e-18,2.881760244665326e-18,0.0,4.344648236836883e-18,0.0,4.525982159545351e-19,1.1131755570845928e-18,0.0,1.3986122178470722e-18,1.0088913789196128e-18,0.0,2.0603742866701916e-18,0.0,2.6049828536764747e-19,0.0
0.0,0.0,1.048343485066895e-18,0.0,2.034974117168134e-18,4.1779794058939727e-19,0.0,0.0,2.932939011131617e-18,0.0,2.846725264341728e-19,0.0,8.008277662000473e-19,1.8635079984495803e-18,2.1728335503581954e-18
2.89312709333737e-18,9.255011887065434e-19,0.0,0.0,0.0,6.781687904079495e-19,0.0,0.0,1.1344815177042576e-18,0.0,0.0,0.0,0.0,1.2512860029996397e-19,1.5099620199626942e-20
0.0,3.3035147943447638e-18,0.0,1.7458777276357785e-18,0.0,6.044023406326037e-18,7.965806244661957e-18,0.0,2.215084235336119e-18,0.0,0.0,0.0,8.39789867157518e-19,0.0,1.3177147614872223e-18
0.0,1.1656614818399875e-18,2.6282096586444605e-18,0.0,1.7210764017657283e-18,0.0,5.641965234866295e-19,0.0,2.172382664896023e-18,5.186954212884077e-19,2.5347679698650643e-18,2.4527513031786383e-18,1.287652349305545e-18,1.817923839346694e-18,0.0
1.2921194312142195e-19,0.0,1.7532494597061557e-18,1.2189372940105341e-18,2.2271126623628734e-18,0.0,0.0,0.0,1.0680429989297698e-18,3.609149332516389e-18,1.2884886611806587e-19,0.0,1.7772558713347592e-18,0.0,4.1771837756355237e-19
0.0,7.711515991400842e-19,0.0,0.0,1.2358720659709749e-19,3.937896996014256e-18,3.1005777990046457e-18,0.0,1.8381864946903876e-18,2.5197511919095585e-18,0.0,1.7574999506569384e-18,0.0,3.1833170901791714e-18,3.5590217416771237e-19
0.0,0.0,0.0,0.0,0.0,5.70873721330846e-18,3.1036379832510518e-18,2.111739149894108e-18,0.0,2.145440014337644e-18,0.0,0.0,0.0,1.0274552503282106e-18,2.8477171181800924e-18
2.4409683956711865e-18,6.1433540389717e-20,0.0,8.263110063994061e-19,0.0,0.0,1.2902679042097055e-19,0.0,3.26057435624381e-18,0.0,7.441158563638648e-19,0.0,2.1074983741403515e-18,0.0,2.7255270866974e-18
0.0,0.0,0.0,0.0,1.5742080435647877e-18,2.058881220503639e-18,2.0476604952862764e-18,0.0,1.5654772663350635e-18,0.0,0.0,0.0,1.0351761852925205e-18,3.5539870014566316e-19,0.0
1.7257992817868498e-18,0.0,0.0,0.0,1.471674363127945e-18,0.0,0.0,1.1567648708304363e-18,0.0,1.6526283296594624e-18,0.0,0.0,0.0,0.0,1.8564631485145244e-19
1.7718067271490387e-18,6.731171281604002e-19,1.7458842725124768e-18,1.778702277047513e-18,3.0107391515594545e-18,0.0,0.0,0.0,0.0,0.0,1.927861649787555e-18,0.0,0.0,0.0,0.0
1.4927837284331594e-18,0.0,5.143954635212534e-18,2.058844546876625e-18,0.0,0.0,1.0476779363621052e-18,0.0,0.0,5.031981433805862e-19,2.241897669848616e-19,0.0,0.0,1.5652067661865215e-18,4.090346313427048e-18
0.0,0.0,1.8863387701545215e-18,8.397159875313842e-19,0.0,7.488548775419156e-18,5.490361249453255e-18,2.864462452498493e-18,0.0,5.234614365190414e-18,2.605866550764855e-18,8.949009597589203e-19,1.013651235215531e-18,1.5939414954131692e-18,1.8148510953734263e-18
0.0041513216896142836,0.004151448922248254,0.004151170370524566,0.00415139523485781,0.004151104190516128,0.004150485786041852,0.004150755349471718,0.004150957604761821,0.004151305234054209,0.004151087524139613,0.004150683866318869,0.0041507551612547655,0.004150610866448891,0.0041508265047176555,0.004150868548331584
1.4982090461685368e-18,1.3838254693974749e-18,6.069327664887137e-20,2.1204999875540198e-18,3.020468600891411e-19,0.0,2.1856491461601606e-19,0.0,1.4431739045140825e-18,0.0,3.062377961095605e-19,0.0,3.6549131418214046e-18,1.2175127230964317e-18,0.0
5.28710828719857e-19,0.0,1.531516971480321e-18,0.0,0.0,0.0,2.0102100108434817e-18,1.3057138521367008e-18,0.0,3.1400264022484945e-19,0.0,0.0,0.0,1.183170294161339e-18,0.0
2.056225054481663e-18,0.0,0.0,0.0,0.0,1.9875163309053185e-18,2.1264443884314418e-18,7.354286491440017e-19,1.872863761174344e-18,0.0,7.518859129059744e-19,3.4960680429112334e-19,0.0,1.174889383118984e-18,0.0
0.0,0.0,1.8446604930731132e-18,1.484086168989287e-18,4.18871027734555e-18,0.0,1.6397202397763543e-18,1.5781107613115403e-18,0.0,0.0,0.0,0.0,4.3604924250965776e-18,0.0,3.6751317537067597e-19
0.0,1.9164320611846302e-18,3.247924398082572e-19,5.366802347647779e-20,0.0,0.0,0.0,1.2455997528438315e-18,2.916870329986425e-18,6.536071853251321e-18,0.0,8.344858431680498e-19,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.7263400421811226e-18,0.0,0.0,0.0,0.0,0.0,9.55539101859198e-19,0.0,0.0,7.282702849095426e-19,0.0
0.0,9.260527173321097e-19,4.2957127249770653e-19,1.890346280756183e-18,0.0,0.0,0.0,0.0,2.2005796104312396e-18,0.0,0.0,5.578913579404965e-19,0.0,0.0,0.0
0.0,0.0,1.2480690583440006e-18,1.1726166308753567e-18,5.946237452799921e-18,0.0,2.747492495751666e-18,0.0,0.0,0.0,0.0,5.92092606892538e-18,8.204309683965159e-19,4.952843300139478e-19,4.0878220831522553e-19
3.2350525914474107e-18,1.2376772594439391e-19,2.0650094244423896e-18,2.694514336634971e-18,0.0,0.0,0.0,0.0,1.744259530295558e-18,0.0,1.676336184800656e-18,0.0,0.0,1.3235720055021552e-18,0.0
9.359383667401218e-19,2.605116732018002e-18,1.797210507353385e-18,1.3676050778188078e-18,0.0,4.2135430411113025e-18,1.3639068932039615e-18,0.0,1.6734562724626816e-18,0.0,1.8088754167608564e-18,2.5456551052692745e-20,1.9235363574322537e-18,1.3656977099730185e-18,4.369972613784431e-19
5.156736125727786e-19,4.629205115338768e-19,0.0,0.0,1.1496293234497538e-18,0.0,7.937569247967007e-19,2.210036110583447e-19,0.0,1.7222894456242976e-18,0.0,1.72001473883722e-19,2.5672409833419406e-18,3.676991872021279e-18,0.0
0.0,0.0,3.262673880006005e-18,2.822319014464977e-19,0.0,0.0,4.543422045195602e-19,1.0871922431087155e-18,0.0,0.0,0.0,6.683679809521309e-19,1.7757948445273134e-18,1.6248250342436745e-18,2.347132039292159e-18
0.0,1.033962193059471e-18,0.0,0.0,0.0,3.2728416191482128e-18,1.5676014222821817e-19,0.0,0.0,0.0,0.0,4.388667638329447e-19,0.0,1.3332591145137122e-18,1.497145138760565e-18
5.493205482401059e-19,2.7336958111886826e-18,3.765691103095299e-18,0.0,4.2239492043784326e-18,4.903367697189232e-19,0.0,0.0,0.0,0.0,0.0,2.4776149809831638e-18,0.0,0.0,3.4730974591202966e-18
